id,title,company,city,salary,education,experience,job_type,skills,benefits,description,requirements,publish_date,contact_person,phone,email,address,source,status,views,applications
4214,护理助理,家政服务公司321,长沙,27839元/月,大专,不限,实习,血压测量、无传染病、心理护理、安全防护、血糖监测、身体健康、鼻饲护理、基础护理,培训机会、意外保险、五险一金、晋升空间,需要护理助理，负责照顾患者日常生活，协助医疗护理，提供专业服务。,性别要求：男；其他要求：身体健康，无传染病史，有爱心和责任心；技能要求：血压测量、导尿护理、基础护理、耐心细心；工作经验：不限；年龄要求：19岁以下,2025-08-20,史涛,13113487952,xiafeng@example.net,云南省郑州县平山永安街E座 722125,猎聘网,已暂停,158,41
4215,病患护理员,康复中心937,长春,3000-4000元/月,中专,1年以下,长期,安全防护、血糖监测、生活护理、药物管理、身体健康,年终奖、晋升空间,招聘病患护理员，工作地点在长春，要求身体健康，有爱心，能吃苦耐劳。,年龄要求：20岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：3-5年,2025-09-12,韦娟,18734158682,jie46@example.com,山西省晶市永川宜都街q座 257269,猎聘网,招聘中,92,41
4216,护工,康复中心332,贵阳,12000-15000元/月,初中,5-10年,兼职,心理护理、沟通技巧、急救技能、生活护理、责任心强、翻身护理、鼻饲护理、导尿护理,加班费、生日福利、餐补、节日福利,为护工岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：5-10年；年龄要求：25岁以下；技能要求：营养配餐、心理护理、康复护理、血糖监测；性别要求：男；学历要求：初中,2025-08-29,周芳,18593519060,guiying42@example.net,广西壮族自治区超县大东南宁路p座 649493,拉勾网,已暂停,94,36
4217,康复护理员,康复中心937,乌鲁木齐,2000-3000元/月,本科,1年以下,实习,吃苦耐劳、心理护理、安全防护、无传染病、按摩技能、鼻饲护理,晋升空间、意外保险、生日福利、餐补,负责康复护理员工作，为患者提供专业的护理服务，确保患者安全和舒适。,年龄要求：20岁以下；其他要求：身体健康，无传染病史，有爱心和责任心；工作经验：10年以上；性别要求：男；学历要求：初中；技能要求：基础护理、生活护理、营养配餐、心理护理、血压测量、责任心强、导尿护理,2025-09-17,刘建平,15846274198,taoshen@example.net,江苏省香港县沙湾李街m座 548394,智联招聘,招聘中,808,33
4218,护理助理,家政服务公司286,深圳,4000-5000元/月,本科,3-5年,长期,心理护理、无传染病、急救技能、鼻饲护理、责任心强、吃苦耐劳、身体健康、药物管理,年终奖、健康体检、晋升空间、交通补贴、生日福利,招聘护理助理，工作地点在深圳，要求身体健康，有爱心，能吃苦耐劳。,其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：大专；技能要求：药物管理、急救技能、吃苦耐劳、医疗护理、无传染病,2025-08-30,季洁,15827015882,juanpeng@example.com,宁夏回族自治区兰州市西峰张路P座 261476,猎聘网,已结束,665,9
4219,术后护理员,养老服务公司948,无锡,4000-5000元/月,本科,3-5年,实习,营养配餐、责任心强、血糖监测、吃苦耐劳、心理护理、耐心细心,带薪年假、五险一金、餐补、交通补贴,为术后护理员岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,工作经验：不限；技能要求：耐心细心、血压测量、生活护理；年龄要求：19岁以下；学历要求：护理专业优先；性别要求：男；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-11,车建军,18629544234,jiemeng@example.net,甘肃省澳门市锡山南宁路a座 932392,智联招聘,已结束,371,37
4220,居家护理员,健康管理公司371,武汉,3000-4000元/月,初中,1年以下,兼职,伤口护理、沟通技巧、急救技能、吸痰护理、按摩技能、无传染病、基础护理、有爱心,餐补、交通补贴、五险一金,在健康管理公司371担任居家护理员，负责日常护理工作，具备良好的沟通能力和责任心。,学历要求：大专；年龄要求：47岁以下；性别要求：女；技能要求：身体健康、导尿护理、康复护理、心理护理、翻身护理；工作经验：10年以上；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-12,傅强,18157429389,xiuying71@example.net,山西省兴城县淄川周街t座 612800,拉勾网,招聘中,798,47
4221,家庭护理员,医疗集团490,深圳,25635元/月,初中,10年以上,临时,伤口护理、吸痰护理、安全防护,带薪年假、晋升空间、培训机会,招聘家庭护理员，工作地点在深圳，要求身体健康，有爱心，能吃苦耐劳。,学历要求：高中；其他要求：身体健康，无传染病史，有爱心和责任心；年龄要求：22岁以下,2025-08-28,刘想,13599106708,chao55@example.org,湖南省六安市合川汪路b座 176832,拉勾网,招聘中,265,1
4222,高级护理员,医疗护理公司438,郑州,12000-15000元/月,高中,1年以下,全职,身体健康、血糖监测、伤口护理、沟通技巧、鼻饲护理、安全防护,带薪年假、绩效奖金,招聘高级护理员，工作地点在郑州，要求身体健康，有爱心，能吃苦耐劳。,年龄要求：25岁以下；学历要求：护理专业优先；工作经验：1年以下；技能要求：安全防护、血糖监测、有爱心；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-13,卢玉,15737149285,yongmeng@example.com,宁夏回族自治区强市朝阳香港路t座 574550,拉勾网,招聘中,514,12
4223,重症护理员,医疗科技公司985,武汉,3000-4000元/月,不限,1年以下,实习,心理护理、沟通技巧、翻身护理、血糖监测、身体健康、康复护理、吃苦耐劳,包吃包住、交通补贴,需要重症护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：女；技能要求：翻身护理、导尿护理、药物管理、有爱心；工作经验：3-5年,2025-08-25,徐红梅,13725113694,yongye@example.net,宁夏回族自治区桂兰市崇文汕尾街l座 839374,智联招聘,招聘中,92,5
4224,护理助理,社区卫生服务中心994,北京,3000-4000元/月,高中,1年以下,临时,体位护理、耐心细心、按摩技能、吸痰护理、急救技能、吃苦耐劳、翻身护理,年终奖、健康体检,为护理助理岗位，主要工作内容包括生活护理、医疗护理等，要求有相关经验。,学历要求：不限；性别要求：男；技能要求：生活护理、血压测量、营养配餐；工作经验：10年以上；年龄要求：36岁以下；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-09,王彬,18094295038,ezhou@example.com,上海市帆县崇文王路r座 745464,猎聘网,已结束,170,47
4225,重症护理员,医疗集团971,海口,5000-6000元/月,高中,5-10年,夜班,生活护理、责任心强、吸痰护理、营养配餐、吃苦耐劳、医疗护理、基础护理、导尿护理,住宿补贴、绩效奖金,招聘重症护理员，工作地点在海口，要求身体健康，有爱心，能吃苦耐劳。,性别要求：男；技能要求：急救技能、耐心细心、翻身护理、身体健康；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：护理专业优先；工作经验：1年以下；年龄要求：27岁以下,2025-09-13,王玉梅,15793094774,caifang@example.com,广东省台北县吉区刘街g座 796336,智联招聘,已暂停,930,28
4226,医疗护理员,护理站504,广州,25000-30000元/月,护理专业优先,1年以下,兼职,按摩技能、无传染病、耐心细心、基础护理、导尿护理,住宿补贴、年终奖、生日福利,需要医疗护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,年龄要求：34岁以下；工作经验：1-3年；学历要求：护理专业优先；技能要求：伤口护理、有爱心、体位护理、康复护理、药物管理、血糖监测、心理护理、导尿护理；其他要求：身体健康，无传染病史，有爱心和责任心；性别要求：男,2025-09-01,程小红,15012627757,jiexiong@example.net,北京市武汉县合川陈路C座 264468,猎聘网,已暂停,596,28
4227,重症护理员,康复中心137,南京,21994元/月,初中,3-5年,实习,吸痰护理、血糖监测、伤口护理、鼻饲护理、康复护理、急救技能、翻身护理,加班费、绩效奖金,需要重症护理员，负责照顾患者日常生活，协助医疗护理，提供专业服务。,性别要求：不限；学历要求：高中；技能要求：心理护理、体位护理、吸痰护理,2025-08-20,颜宇,14527080157,fpan@example.org,湖南省丽丽市龙潭徐街U座 521177,猎聘网,招聘中,906,8
4228,护理员,康复中心345,长春,6000-8000元/月,不限,不限,夜班,责任心强、沟通技巧、无传染病、导尿护理、医疗护理、体位护理、安全防护、营养配餐,意外保险、包吃包住、五险一金、绩效奖金,招聘护理员，工作地点在长春，要求身体健康，有爱心，能吃苦耐劳。,技能要求：有爱心、体位护理、无传染病、翻身护理、伤口护理；年龄要求：58岁以下；工作经验：10年以上；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：大专,2025-09-03,胥丹丹,15574442726,caiqiang@example.org,山西省太原市兴山潜江街L座 555736,智联招聘,已暂停,55,45
4229,重症护理员,医疗护理公司134,青岛,25000-30000元/月,高中,5-10年,临时,安全防护、血糖监测、翻身护理、责任心强、鼻饲护理、生活护理、有爱心、无传染病,带薪年假、五险一金,招聘重症护理员，工作地点在青岛，要求身体健康，有爱心，能吃苦耐劳。,年龄要求：39岁以下；技能要求：耐心细心、生活护理、血糖监测；其他要求：身体健康，无传染病史，有爱心和责任心,2025-09-16,余超,14504182237,xiulanwen@example.com,台湾省沈阳县高明刁街q座 175792,Boss直聘,已结束,539,35
4230,居家护理员,医疗科技公司607,厦门,5000-6000元/月,不限,1-3年,实习,体位护理、血糖监测、伤口护理、安全防护、无传染病、药物管理、急救技能,节日福利、意外保险,在医疗科技公司607担任居家护理员，负责日常护理工作，具备良好的沟通能力和责任心。,工作经验：1-3年；其他要求：身体健康，无传染病史，有爱心和责任心；学历要求：不限；年龄要求：18岁以下；技能要求：沟通技巧、康复护理、吃苦耐劳、无传染病、有爱心、急救技能,2025-09-15,麦荣,18879959650,yankong@example.com,辽宁省宇市龙潭刘街i座 503170,Boss直聘,已暂停,964,13
4231,病患护理员,养老院13,福州,15000-20000元/月,大专,3-5年,夜班,耐心细心、伤口护理、吃苦耐劳、有爱心、血压测量、基础护理、身体健康、翻身护理,包吃包住、年终奖、绩效奖金,招聘病患护理员，工作地点在福州，要求身体健康，有爱心，能吃苦耐劳。,技能要求：生活护理、无传染病、基础护理、责任心强、导尿护理；学历要求：大专；性别要求：女；年龄要求：34岁以下；工作经验：3-5年；其他要求：身体健康，无传染病史，有爱心和责任心,2025-08-20,马东,15201630897,iwen@example.com,新疆维吾尔自治区芳县新城梧州路w座 345987,拉勾网,已结束,939,48
